timestamp,price
2025-09-16T08:01:47.996112+00:00,49.928
2025-09-16T09:01:47.996112+00:00,50.7648
2025-09-16T10:01:47.996112+00:00,51.5938
2025-09-16T11:01:47.996112+00:00,52.6962
2025-09-16T12:01:47.996112+00:00,52.8324
2025-09-16T13:01:47.996112+00:00,52.5209
2025-09-16T14:01:47.996112+00:00,53.6112
2025-09-16T15:01:47.996112+00:00,53.2817
2025-09-16T16:01:47.996112+00:00,53.0791
2025-09-16T17:01:47.996112+00:00,52.8398
2025-09-16T18:01:47.996112+00:00,52.3468
2025-09-16T19:01:47.996112+00:00,52.158
2025-09-16T20:01:47.996112+00:00,51.1961
2025-09-16T21:01:47.996112+00:00,50.2133
2025-09-16T22:01:47.996112+00:00,49.1308
2025-09-16T23:01:47.996112+00:00,48.4354
2025-09-17T00:01:47.996112+00:00,48.6517
2025-09-17T01:01:47.996112+00:00,48.9454
2025-09-17T02:01:47.996112+00:00,48.2678
2025-09-17T03:01:47.996112+00:00,48.3536
2025-09-17T04:01:47.996112+00:00,49.0282
2025-09-17T05:01:47.996112+00:00,48.5661
2025-09-17T06:01:47.996112+00:00,49.81
2025-09-17T07:01:47.996112+00:00,50.9847
2025-09-17T08:01:47.996112+00:00,52.0004
2025-09-17T09:01:47.996112+00:00,52.2653
2025-09-17T10:01:47.996112+00:00,53.3408
2025-09-17T11:01:47.996112+00:00,53.9389
2025-09-17T12:01:47.996112+00:00,54.7213
2025-09-17T13:01:47.996112+00:00,54.1094
2025-09-17T14:01:47.996112+00:00,55.0861
2025-09-17T15:01:47.996112+00:00,53.9736
2025-09-17T16:01:47.996112+00:00,53.1499
2025-09-17T17:01:47.996112+00:00,53.7056
2025-09-17T18:01:47.996112+00:00,52.9532
2025-09-17T19:01:47.996112+00:00,53.1463
2025-09-17T20:01:47.996112+00:00,52.282
2025-09-17T21:01:47.996112+00:00,50.5791
2025-09-17T22:01:47.996112+00:00,50.9013
2025-09-17T23:01:47.996112+00:00,49.365
2025-09-18T00:01:47.996112+00:00,49.3532
2025-09-18T01:01:47.996112+00:00,48.9539
2025-09-18T02:01:47.996112+00:00,49.0572
2025-09-18T03:01:47.996112+00:00,49.5101
2025-09-18T04:01:47.996112+00:00,49.7155
2025-09-18T05:01:47.996112+00:00,50.041
2025-09-18T06:01:47.996112+00:00,50.8026
2025-09-18T07:01:47.996112+00:00,51.4279
2025-09-18T08:01:47.996112+00:00,51.6364
2025-09-18T09:01:47.996112+00:00,52.3496
2025-09-18T10:01:47.996112+00:00,53.1762
2025-09-18T11:01:47.996112+00:00,54.2588
2025-09-18T12:01:47.996112+00:00,54.3348
2025-09-18T13:01:47.996112+00:00,55.8988
2025-09-18T14:01:47.996112+00:00,54.3923
2025-09-18T15:01:47.996112+00:00,54.1166
2025-09-18T16:01:47.996112+00:00,54.7144
2025-09-18T17:01:47.996112+00:00,54.5257
2025-09-18T18:01:47.996112+00:00,53.4053
2025-09-18T19:01:47.996112+00:00,52.8036
2025-09-18T20:01:47.996112+00:00,52.2768
2025-09-18T21:01:47.996112+00:00,50.6925
2025-09-18T22:01:47.996112+00:00,49.2546
2025-09-18T23:01:47.996112+00:00,49.0269
2025-09-19T00:01:47.996112+00:00,49.2387
2025-09-19T01:01:47.996112+00:00,47.685
2025-09-19T02:01:47.996112+00:00,48.2637
2025-09-19T03:01:47.996112+00:00,48.4165
2025-09-19T04:01:47.996112+00:00,48.3708
2025-09-19T05:01:47.996112+00:00,49.3046
2025-09-19T06:01:47.996112+00:00,49.7904
2025-09-19T07:01:47.996112+00:00,51.3188
2025-09-19T08:01:47.996112+00:00,51.1778
2025-09-19T09:01:47.996112+00:00,51.2715
2025-09-19T10:01:47.996112+00:00,51.9498
2025-09-19T11:01:47.996112+00:00,52.3661
2025-09-19T12:01:47.996112+00:00,53.6637
2025-09-19T13:01:47.996112+00:00,53.132
2025-09-19T14:01:47.996112+00:00,53.4099
2025-09-19T15:01:47.996112+00:00,53.6443
2025-09-19T16:01:47.996112+00:00,52.5344
2025-09-19T17:01:47.996112+00:00,52.1984
2025-09-19T18:01:47.996112+00:00,50.7288
2025-09-19T19:01:47.996112+00:00,50.31
2025-09-19T20:01:47.996112+00:00,49.7161
2025-09-19T21:01:47.996112+00:00,49.3566
2025-09-19T22:01:47.996112+00:00,48.9473
2025-09-19T23:01:47.996112+00:00,47.6455
2025-09-20T00:01:47.996112+00:00,47.2345
2025-09-20T01:01:47.996112+00:00,46.8144
2025-09-20T02:01:47.996112+00:00,47.0973
2025-09-20T03:01:47.996112+00:00,47.0313
2025-09-20T04:01:47.996112+00:00,46.9493
2025-09-20T05:01:47.996112+00:00,46.7126
2025-09-20T06:01:47.996112+00:00,48.221
2025-09-20T07:01:47.996112+00:00,48.6143
2025-09-20T08:01:47.996112+00:00,49.7457
2025-09-20T09:01:47.996112+00:00,49.827
2025-09-20T10:01:47.996112+00:00,51.4766
2025-09-20T11:01:47.996112+00:00,50.8778
2025-09-20T12:01:47.996112+00:00,52.268
2025-09-20T13:01:47.996112+00:00,51.7677
2025-09-20T14:01:47.996112+00:00,51.4949
2025-09-20T15:01:47.996112+00:00,51.029
2025-09-20T16:01:47.996112+00:00,51.1622
2025-09-20T17:01:47.996112+00:00,51.4188
2025-09-20T18:01:47.996112+00:00,50.4421
2025-09-20T19:01:47.996112+00:00,49.605
2025-09-20T20:01:47.996112+00:00,47.2484
2025-09-20T21:01:47.996112+00:00,47.9698
2025-09-20T22:01:47.996112+00:00,47.1254
2025-09-20T23:01:47.996112+00:00,45.9103
2025-09-21T00:01:47.996112+00:00,45.3562
2025-09-21T01:01:47.996112+00:00,45.3328
2025-09-21T02:01:47.996112+00:00,46.0605
2025-09-21T03:01:47.996112+00:00,44.7415
2025-09-21T04:01:47.996112+00:00,45.3263
2025-09-21T05:01:47.996112+00:00,46.6718
2025-09-21T06:01:47.996112+00:00,46.3658
2025-09-21T07:01:47.996112+00:00,47.1096
2025-09-21T08:01:47.996112+00:00,48.099
2025-09-21T09:01:47.996112+00:00,48.1907
2025-09-21T10:01:47.996112+00:00,49.6323
2025-09-21T11:01:47.996112+00:00,49.5291
2025-09-21T12:01:47.996112+00:00,51.0463
2025-09-21T13:01:47.996112+00:00,50.9008
2025-09-21T14:01:47.996112+00:00,52.1417
2025-09-21T15:01:47.996112+00:00,51.0396
2025-09-21T16:01:47.996112+00:00,51.2865
2025-09-21T17:01:47.996112+00:00,49.4823
2025-09-21T18:01:47.996112+00:00,49.4613
2025-09-21T19:01:47.996112+00:00,48.9729
2025-09-21T20:01:47.996112+00:00,48.923
2025-09-21T21:01:47.996112+00:00,46.4512
2025-09-21T22:01:47.996112+00:00,47.0842
2025-09-21T23:01:47.996112+00:00,46.2866
2025-09-22T00:01:47.996112+00:00,46.3069
2025-09-22T01:01:47.996112+00:00,45.6253
2025-09-22T02:01:47.996112+00:00,45.2241
2025-09-22T03:01:47.996112+00:00,45.0732
2025-09-22T04:01:47.996112+00:00,45.0458
2025-09-22T05:01:47.996112+00:00,46.2829
2025-09-22T06:01:47.996112+00:00,46.7517
2025-09-22T07:01:47.996112+00:00,48.6245
2025-09-22T08:01:47.996112+00:00,48.1308
2025-09-22T09:01:47.996112+00:00,49.4207
2025-09-22T10:01:47.996112+00:00,49.2494
2025-09-22T11:01:47.996112+00:00,50.5094
2025-09-22T12:01:47.996112+00:00,51.3683
2025-09-22T13:01:47.996112+00:00,52.0052
2025-09-22T14:01:47.996112+00:00,52.4771
2025-09-22T15:01:47.996112+00:00,51.6881
2025-09-22T16:01:47.996112+00:00,50.9128
2025-09-22T17:01:47.996112+00:00,51.2862
2025-09-22T18:01:47.996112+00:00,50.7585
2025-09-22T19:01:47.996112+00:00,50.0877
2025-09-22T20:01:47.996112+00:00,48.7821
2025-09-22T21:01:47.996112+00:00,48.9905
2025-09-22T22:01:47.996112+00:00,47.8133
2025-09-22T23:01:47.996112+00:00,47.568
2025-09-23T00:01:47.996112+00:00,47.4495
2025-09-23T01:01:47.996112+00:00,46.8892
2025-09-23T02:01:47.996112+00:00,46.6982
2025-09-23T03:01:47.996112+00:00,47.8068
2025-09-23T04:01:47.996112+00:00,47.2257
